,0,1,2
0,0.0,0.0,0.0
1,0.8189184323293001,0.10984827644248775,-0.5632991721580428
2,-0.12066686941761107,-0.06716290864641888,-0.19944908835147468
3,-1.1163283242436937,-0.17412046476926496,0.03845118801195105
4,-2.000187796400483,-0.11293229703483867,0.6446423702119943
5,-2.9148799100007894,-0.2994213473263207,0.7337861868189787
6,-1.9865937302719865,-0.22703306320583364,1.2055610564331802
7,-2.4422169188910248,-0.45656700807186235,0.513866340296397
8,-2.0547360226560882,-0.31376348924073194,1.3437020956217278
9,-2.17964828760159,-0.08480771594965289,2.1394309215399594
10,-2.435302250956724,0.02981435222377264,2.9680493465839466
11,-2.8726478867629295,0.3791950045439121,2.031995688842874
12,-3.3254364541406565,0.4514170490478455,2.837081967504994
13,-3.8369275554885176,0.49441695029545335,3.5712097740296853
14,-4.598671106755234,0.5737999263626969,4.210530102313145
15,-5.2797743916231274,0.5498221931775917,4.921486465989396
16,-6.18410377928966,0.39508184551969283,5.165449273370648
17,-6.321336048126617,0.39107451023175993,3.3615906418552512
18,-7.262298205607718,0.7065267288686108,3.1180797520393564
19,-6.869223704807856,0.4715690965006119,1.6130757107323355
20,-7.077518241755823,0.2515718256644762,1.153442824376986
21,-7.789093368013971,-0.2903600026094143,0.8072544242745706
22,-8.213170720829293,-0.5687515267696294,-0.020203758733909782
23,-8.635275516538245,-0.38556133351679167,-0.36831592748451825
24,-8.925764569448354,-0.04938645950457082,-0.6628377910944805
25,-9.22417542386802,-0.2149448030297637,-1.5027860840828393
26,-8.444942889099737,-1.0207150239568854,-2.512076818625781
27,-8.457943798827067,-1.3634332961566573,-2.759300715882139
28,-8.564620741093625,-2.1592942777744706,-2.5998092987978563
29,-8.634208752456436,-2.289455693562802,-3.125214723811996
30,-8.07052824838506,-2.903352204468878,-3.7059548107982643
31,-7.42734153776406,-3.3200784901348874,-4.279832831199761
32,-7.538250163008945,-3.1352912280165945,-3.7319094185392445
33,-7.309609282919451,-3.358131574553602,-3.5737037021146496
34,-6.853344948527607,-3.6440268972948333,-3.567661336743983
35,-6.776537183795349,-3.422623738820498,-3.0391568711843444
36,-6.7261491134772795,-3.361650874827358,-2.498737006245204
37,-7.346165158143711,-2.8234657887322268,-1.9406687672271692
38,-7.259104815432725,-2.861974517406592,-1.2841032665371443
39,-7.259610871981458,-2.85959838648489,-0.9906804027795736
40,-6.606938390676824,-3.0431411478267383,-1.0021083863717661
41,-5.248371850323575,-3.3652603437921464,-1.9905406484710069
42,-4.79317627347875,-3.6214914439307697,-1.699892997849578
43,-4.540325988707398,-3.4607652165574025,-1.2549668499592248
44,-4.3481736421328705,-3.5883500564098854,-0.8810796258912215
45,-4.075671202931276,-3.778201228772366,-0.5084393663463828
46,-4.225778638616764,-3.767403368628205,-0.5472139456387526
47,-3.8402328976093707,-3.8442415103420897,-0.1547785579279024
48,-3.4424597702918955,-3.726706477359857,-0.029530784401548327
49,-2.53016493753541,-3.659004009790613,-0.11205874534853122
50,-2.5580826302022435,-3.3899146535590137,0.40270919532561256
51,-2.453245673670832,-3.2958286177345526,1.030663517164482
52,-1.6592590388517525,-3.1781000544120284,0.9732160311972755
53,-3.8434790728154615,-0.2578212177786744,0.8298046275615406
54,-3.3255439448916153,-0.1843360052152075,-0.2616616475770993
55,-2.5373681661517447,-0.11079346930860956,-0.23433369467790677
56,-1.906983117341483,-0.11566278858805129,0.16484952944185705
57,-2.3418156506377787,-0.10394840248940883,0.9092219634093487
58,-2.3583316952090216,0.2526737630963287,1.7150722391951476
59,-2.237646065679057,0.05548070937774452,0.7416268827376469
60,-2.3676487660737573,0.002972320341244207,1.6835831127285645
61,-2.542387034566472,0.0810435596994338,2.59017085554079
